type	title	slug	slugZh	en_path	zh_path	flags	en_url	zh_url
blogPost	MSI taps Vantage Pictures for its first global brand film in the B2B space	msi-taps-vantage-pictures-for-its-first-global-brand-film-in-the-b2b-space	微星科技与-vantage-pictures-合作-在-b2b-领域拍摄首部全球品牌宣传片	/msi-taps-vantage-pictures-for-its-first-global-brand-film-in-the-b2b-space	/zh/微星科技与-vantage-pictures-合作-在-b2b-领域拍摄首部全球品牌宣传片		https://vantage.pictures/msi-taps-vantage-pictures-for-its-first-global-brand-film-in-the-b2b-space	https://vantage.pictures/zh/微星科技与-vantage-pictures-合作-在-b2b-领域拍摄首部全球品牌宣传片
blogPost	OnePlus 12 Campaign Celebrates a Bygone Era of Authentic Imagery	oneplus-12-campaign-celebrates-a-bygone-era-of-authentic-imagery	oneplus-12-广告致敬真实影像的黄金时代	/oneplus-12-campaign-celebrates-a-bygone-era-of-authentic-imagery	/zh/oneplus-12-广告致敬真实影像的黄金时代		https://vantage.pictures/oneplus-12-campaign-celebrates-a-bygone-era-of-authentic-imagery	https://vantage.pictures/zh/oneplus-12-广告致敬真实影像的黄金时代
blogPost	realme 13+ 5G Blurs the Line Between Reality and Gaming in Immersive Ad	realme-13-5g-blurs-the-line-between-reality-and-gaming-in-immersive-ad	realme-13-5g-沉浸式广告模糊现实与游戏的界限	/realme-13-5g-blurs-the-line-between-reality-and-gaming-in-immersive-ad	/zh/realme-13-5g-沉浸式广告模糊现实与游戏的界限		https://vantage.pictures/realme-13-5g-blurs-the-line-between-reality-and-gaming-in-immersive-ad	https://vantage.pictures/zh/realme-13-5g-沉浸式广告模糊现实与游戏的界限
blogPost	realme Unveils Humorous and Chaotic Spot for New 'Mishap Proof' C75	realme-unveils-humorous-and-chaotic-spot-for-new-mishap-proof-c75	realme-推出幽默混乱的全新-c75-防意外-广告	/realme-unveils-humorous-and-chaotic-spot-for-new-mishap-proof-c75	/zh/realme-推出幽默混乱的全新-c75-防意外-广告		https://vantage.pictures/realme-unveils-humorous-and-chaotic-spot-for-new-mishap-proof-c75	https://vantage.pictures/zh/realme-推出幽默混乱的全新-c75-防意外-广告
blogPost	Roborock Gives a Quirky Makeover to the Cordless Vacuum Cleaner	roborock-gives-quirky-makeover-to-cordless-vacuum-cleaner	roborock-为无线吸尘器打造别具一格的新形象	/roborock-gives-quirky-makeover-to-cordless-vacuum-cleaner	/zh/roborock-为无线吸尘器打造别具一格的新形象		https://vantage.pictures/roborock-gives-quirky-makeover-to-cordless-vacuum-cleaner	https://vantage.pictures/zh/roborock-为无线吸尘器打造别具一格的新形象
blogPost	This Cross-Cultural OPPO Spot Delivers Much-Needed Nostalgia for Mother’s Day	this-cross-cultural-oppo-spot-delivers-much-needed-nostalgia-for-mothers-day	这支跨文化-oppo-广告为母亲节带来温馨怀旧感	/this-cross-cultural-oppo-spot-delivers-much-needed-nostalgia-for-mothers-day	/zh/这支跨文化-oppo-广告为母亲节带来温馨怀旧感		https://vantage.pictures/this-cross-cultural-oppo-spot-delivers-much-needed-nostalgia-for-mothers-day	https://vantage.pictures/zh/这支跨文化-oppo-广告为母亲节带来温馨怀旧感
blogPost	Vantage Pictures and realme turn nightlife into an AI-powered dream in “Live For Real” campaign	vantage-pictures-and-realme-turn-nightlife-into-an-ai-powered-dream-in-live-for-real-campaign	vantage-pictures-和-realme-在live-for-real活动中将夜生活变成了人工智能	/vantage-pictures-and-realme-turn-nightlife-into-an-ai-powered-dream-in-live-for-real-campaign	/zh/vantage-pictures-和-realme-在live-for-real活动中将夜生活变成了人工智能		https://vantage.pictures/vantage-pictures-and-realme-turn-nightlife-into-an-ai-powered-dream-in-live-for-real-campaign	https://vantage.pictures/zh/vantage-pictures-和-realme-在live-for-real活动中将夜生活变成了人工智能
blogPost	Vantage Pictures delivers high-energy waterproof chaos in global campaign for the new realme C85 smartphone	vantage-pictures-delivers-high-energy-waterproof-chaos-in-global-campaign-for-the-new-realme-c85-smartphone	vantange-pictures-为新款-realme-c85-智能手机的全球广告活动带来了充	/vantage-pictures-delivers-high-energy-waterproof-chaos-in-global-campaign-for-the-new-realme-c85-smartphone	/zh/vantange-pictures-为新款-realme-c85-智能手机的全球广告活动带来了充		https://vantage.pictures/vantage-pictures-delivers-high-energy-waterproof-chaos-in-global-campaign-for-the-new-realme-c85-smartphone	https://vantage.pictures/zh/vantange-pictures-为新款-realme-c85-智能手机的全球广告活动带来了充
blogPost	Vantage Pictures drops cinematic global campaign for OnePlus Pad 3 launch	vantage-pictures-drops-cinematic-global-campaign-for-oneplus-pad-3-launch	vantage-pictures-为-oneplus-pad-3-发布会投放电影级全球宣传广告	/vantage-pictures-drops-cinematic-global-campaign-for-oneplus-pad-3-launch	/zh/vantage-pictures-为-oneplus-pad-3-发布会投放电影级全球宣传广告		https://vantage.pictures/vantage-pictures-drops-cinematic-global-campaign-for-oneplus-pad-3-launch	https://vantage.pictures/zh/vantage-pictures-为-oneplus-pad-3-发布会投放电影级全球宣传广告
blogPost	Vantage Pictures elevates Mammotion LUBA 3 with cinematic product-first campaign	vantage-pictures-elevates-mammotion-luba-3-with-cinematic-product-first-campaign	vantage-pictures-携手-ma-motion-luba-3-推出首个电影式产品宣传活动	/vantage-pictures-elevates-mammotion-luba-3-with-cinematic-product-first-campaign	/zh/vantage-pictures-携手-ma-motion-luba-3-推出首个电影式产品宣传活动		https://vantage.pictures/vantage-pictures-elevates-mammotion-luba-3-with-cinematic-product-first-campaign	https://vantage.pictures/zh/vantage-pictures-携手-ma-motion-luba-3-推出首个电影式产品宣传活动
blogPost	Vantage Pictures' James Duong on bringing Chinese productions to Vietnam	vantage-pictures-james-duong-on-bringing-chinese-productions-to-vietnam	vantage-pictures-james-duong-谈将中国项目带到越南	/vantage-pictures-james-duong-on-bringing-chinese-productions-to-vietnam	/zh/vantage-pictures-james-duong-谈将中国项目带到越南		https://vantage.pictures/vantage-pictures-james-duong-on-bringing-chinese-productions-to-vietnam	https://vantage.pictures/zh/vantage-pictures-james-duong-谈将中国项目带到越南
blogPost	Vantage Pictures Taps into Inner Romance for OnePlus Y-Series TV Spot	vantage-pictures-taps-into-inner-romance-for-oneplus-y-series-tv-spot	vantage-pictures-在-oneplus-y-系列电视广告中捕捉内心浪漫	/vantage-pictures-taps-into-inner-romance-for-oneplus-y-series-tv-spot	/zh/vantage-pictures-在-oneplus-y-系列电视广告中捕捉内心浪漫		https://vantage.pictures/vantage-pictures-taps-into-inner-romance-for-oneplus-y-series-tv-spot	https://vantage.pictures/zh/vantage-pictures-在-oneplus-y-系列电视广告中捕捉内心浪漫
blogPost	Vantage Pictures translates next-gen drone tech into gritty storytelling for BRINC	vantage-pictures-translates-next-gen-drone-tech-into-gritty-storytelling-for-brinc	vantage-pictures-将下一代无人机技术转化为-brinc-的硬核故事叙述	/vantage-pictures-translates-next-gen-drone-tech-into-gritty-storytelling-for-brinc	/zh/vantage-pictures-将下一代无人机技术转化为-brinc-的硬核故事叙述		https://vantage.pictures/vantage-pictures-translates-next-gen-drone-tech-into-gritty-storytelling-for-brinc	https://vantage.pictures/zh/vantage-pictures-将下一代无人机技术转化为-brinc-的硬核故事叙述
videoFormat	Brand Film	brand-film	品牌影片	/video-format/brand-film	/zh/视频格式/品牌影片		https://vantage.pictures/video-format/brand-film	https://vantage.pictures/zh/视频格式/品牌影片
videoFormat	Branded Documentary	branded-documentary	品牌纪录片	/video-format/branded-documentary	/zh/视频格式/品牌纪录片		https://vantage.pictures/video-format/branded-documentary	https://vantage.pictures/zh/视频格式/品牌纪录片
videoFormat	Commercial Spot	commercial-spot	商业广告	/video-format/commercial-spot	/zh/视频格式/商业广告		https://vantage.pictures/video-format/commercial-spot	https://vantage.pictures/zh/视频格式/商业广告
videoFormat	Product Video	product-video	产品视频	/video-format/product-video	/zh/视频格式/产品视频		https://vantage.pictures/video-format/product-video	https://vantage.pictures/zh/视频格式/产品视频
industry	AI & Robotics	ai-robotics	人工智能与机器人	/industry/ai-robotics	/zh/产业/人工智能与机器人		https://vantage.pictures/industry/ai-robotics	https://vantage.pictures/zh/产业/人工智能与机器人
industry	Automotive	automotive	汽车	/industry/automotive	/zh/产业/汽车		https://vantage.pictures/industry/automotive	https://vantage.pictures/zh/产业/汽车
industry	Beauty & Cosmetics	beauty-cosmetics	美容与化妆品	/industry/beauty-cosmetics	/zh/产业/美容与化妆品		https://vantage.pictures/industry/beauty-cosmetics	https://vantage.pictures/zh/产业/美容与化妆品
industry	Drones	drones	无人机	/industry/drones	/zh/产业/无人机		https://vantage.pictures/industry/drones	https://vantage.pictures/zh/产业/无人机
industry	Electronics	electronics	电子产品	/industry/electronics	/zh/产业/电子产品		https://vantage.pictures/industry/electronics	https://vantage.pictures/zh/产业/电子产品
industry	FMCG	fmcg	快速消费品	/industry/fmcg	/zh/产业/快速消费品		https://vantage.pictures/industry/fmcg	https://vantage.pictures/zh/产业/快速消费品
industry	Fashion	fashion	时尚	/industry/fashion	/zh/产业/时尚		https://vantage.pictures/industry/fashion	https://vantage.pictures/zh/产业/时尚
industry	Finance	finance	金融	/industry/finance	/zh/产业/金融		https://vantage.pictures/industry/finance	https://vantage.pictures/zh/产业/金融
industry	Hospitality	hospitality	酒店与接待	/industry/hospitality	/zh/产业/酒店与接待		https://vantage.pictures/industry/hospitality	https://vantage.pictures/zh/产业/酒店与接待
industry	Tech	tech	科技	/industry/tech	/zh/产业/科技		https://vantage.pictures/industry/tech	https://vantage.pictures/zh/产业/科技
market	China	china	中国	/market/china	/zh/市场/中国		https://vantage.pictures/market/china	https://vantage.pictures/zh/市场/中国
market	Singapore	singapore	新加坡	/market/singapore	/zh/市场/新加坡		https://vantage.pictures/market/singapore	https://vantage.pictures/zh/市场/新加坡
market	Taiwan	taiwan	台湾	/market/taiwan	/zh/市场/台湾		https://vantage.pictures/market/taiwan	https://vantage.pictures/zh/市场/台湾
market	USA	usa	美国	/market/usa	/zh/市场/美国		https://vantage.pictures/market/usa	https://vantage.pictures/zh/市场/美国
market	Vietnam	vietnam	越南	/market/vietnam	/zh/市场/越南		https://vantage.pictures/market/vietnam	https://vantage.pictures/zh/市场/越南
category	Behind the Scenes	behind-the-scenes	幕后花絮	/category/behind-the-scenes	/zh/类别/幕后花絮		https://vantage.pictures/category/behind-the-scenes	https://vantage.pictures/zh/类别/幕后花絮
category	Campaign Creative	creative	创意活动	/category/creative	/zh/类别/创意活动		https://vantage.pictures/category/creative	https://vantage.pictures/zh/类别/创意活动
category	Crew Insights	crew-insights	团队见解	/category/crew-insights	/zh/类别/团队见解		https://vantage.pictures/category/crew-insights	https://vantage.pictures/zh/类别/团队见解
category	Press Coverage	press	新闻报道	/category/press	/zh/类别/新闻报道		https://vantage.pictures/category/press	https://vantage.pictures/zh/类别/新闻报道
category	Uncategorized	uncategorized	未分类	/category/uncategorized	/zh/类别/未分类		https://vantage.pictures/category/uncategorized	https://vantage.pictures/zh/类别/未分类
